City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Coihaique,CL,2023-01-05 01:10:37,-45.5752,-72.0662,65.01,63,20,3.44
296,Ilulissat,GL,2023-01-05 01:06:20,69.2167,-51.1,-0.38,46,9,3.44
297,Harindanga,IN,2023-01-05 01:10:38,22.0383,88.3214,56.84,67,4,8.32
298,Ormara,PK,2023-01-05 01:10:38,25.2088,64.6357,66.51,39,39,5.35
299,Alyangula,AU,2023-01-05 01:10:39,-13.8483,136.4192,84.69,72,99,19.28
300,Teya,RU,2023-01-05 01:10:40,60.3778,92.6267,-1.82,100,89,3.56
301,Presidencia Roque Saenz Pena,AR,2023-01-05 01:10:41,-26.7852,-60.4388,76.23,34,0,5.39
302,Nikolayevka,RU,2023-01-05 01:10:41,53.1257,47.2041,10.31,97,56,4.54
303,Avera,US,2023-01-05 01:10:42,33.194,-82.5271,62.11,95,0,6.26
304,Bo Phloi,TH,2023-01-05 01:10:42,14.3236,99.5161,72.09,66,100,5.84
305,Soyo,AO,2023-01-05 01:10:43,-6.1349,12.3689,76.86,91,100,8.99
306,Yashkul,RU,2023-01-05 01:10:44,46.1711,45.3435,40.68,52,97,14.92
307,Hobyo,SO,2023-01-05 01:10:44,5.3505,48.5268,75.85,78,86,12.06
308,Sherbakul,RU,2023-01-05 01:10:45,54.6316,72.3963,13.26,97,100,4.54
309,Asheville,US,2023-01-05 01:07:59,35.6009,-82.554,55.74,84,0,1.01
310,Taikang,CN,2023-01-05 01:10:46,46.8333,124.4167,-0.13,76,4,4.83
311,Itoman,JP,2023-01-05 01:10:47,26.1247,127.6694,66.22,53,20,17.27
312,Lompoc,US,2023-01-05 01:10:28,34.6391,-120.4579,59.52,90,100,13.8
313,Pasni,PK,2023-01-05 01:10:48,25.2631,63.471,65.77,34,10,6.13
314,Ulcinj,ME,2023-01-05 01:10:48,41.9294,19.2244,47.98,73,0,4.38
315,Sweetwater,US,2023-01-05 01:10:49,25.7634,-80.3731,77.02,91,0,9.22
316,Rawson,AR,2023-01-05 01:10:49,-43.3002,-65.1023,72.32,36,11,9.08
317,Eidfjord,NO,2023-01-05 01:10:50,60.4675,7.0719,25.93,94,100,5.41
318,Mgandu,TZ,2023-01-05 01:09:19,-5.95,34.1333,59.92,87,78,6.06
319,Nanortalik,GL,2023-01-05 01:10:51,60.1432,-45.2371,23.79,73,100,21.09
320,Dryden,CA,2023-01-05 01:10:51,49.7833,-92.7503,13.26,96,62,5.59
321,Khandyga,RU,2023-01-05 01:10:52,62.6667,135.6,-23.1,98,100,2.13
322,Novikovo,RU,2023-01-05 01:10:53,51.1537,37.8879,31.75,75,100,9.69
323,Tornio,FI,2023-01-05 01:10:53,65.8481,24.1466,10.42,95,23,8.48
324,Plouzane,FR,2023-01-05 01:10:54,48.3833,-4.6167,53.92,100,100,12.66
325,Shingu,JP,2023-01-05 01:11:25,33.7333,135.9833,46.24,47,10,4.74
326,Mayo,US,2023-01-05 01:11:25,38.8876,-76.5119,64.81,95,100,9.22
327,Fukue,JP,2023-01-05 01:11:26,32.6881,128.8419,50.31,61,17,16.08
328,Boshnyakovo,RU,2023-01-05 01:11:27,49.6333,142.1667,9.91,86,100,10.6
329,Asosa,ET,2023-01-05 01:11:28,10.0667,34.5333,63.64,59,0,4.83
330,Shaowu,CN,2023-01-05 01:11:28,27.3409,117.4831,50.95,86,100,1.23
331,Kloulklubed,PW,2023-01-05 01:11:29,7.0419,134.2556,82.9,75,98,17.81
332,Henties Bay,NA,2023-01-05 01:11:23,-22.116,14.2845,62.53,90,34,10.47
333,Wanaka,NZ,2023-01-05 01:07:49,-44.7,169.15,69.12,71,100,5.99
334,Haverfordwest,GB,2023-01-05 01:11:30,51.8017,-4.9691,52.05,92,100,5.99
335,Leshukonskoye,RU,2023-01-05 01:11:30,64.8989,45.7622,1.49,96,100,6.35
336,Nome,US,2023-01-05 01:11:32,64.5011,-165.4064,17.67,100,0,8.05
337,Georgiyevka,KZ,2023-01-05 01:11:32,43.0369,74.7114,32.04,64,0,8.95
338,Madang,PG,2023-01-05 01:11:33,-5.2246,145.7966,86.83,64,93,4.47
339,Broken Hill,AU,2023-01-05 01:10:22,-31.95,141.4333,70.56,29,0,19.33
340,Paamiut,GL,2023-01-05 01:11:34,61.994,-49.6678,30.22,56,100,35.75
341,Zaysan,KZ,2023-01-05 01:11:34,47.4667,84.8667,20.84,87,100,4.05
342,Cayenne,GF,2023-01-05 01:11:35,4.9333,-52.3333,75.24,94,75,1.14
343,Bodmin,GB,2023-01-05 01:11:36,50.4715,-4.7243,53.56,94,75,14.97
344,Birobidzhan,RU,2023-01-05 01:11:37,48.8,132.95,0.5,85,100,1.74
345,Saint-Pierre,RE,2023-01-05 01:11:37,-21.3393,55.4781,79.57,64,25,6.91
346,Talavera,PH,2023-01-05 01:11:38,15.6167,120.9333,78.53,75,75,10.02
347,Clovis,US,2023-01-05 01:06:54,36.8252,-119.7029,64.0,51,75,14.97
348,Cururupu,BR,2023-01-05 01:11:39,-1.8283,-44.8683,76.42,86,32,4.85
349,Takoradi,GH,2023-01-05 01:11:40,4.8845,-1.7554,78.57,79,77,5.93
350,Ingham,US,2023-01-05 01:11:40,42.6,-84.3833,42.75,85,100,8.05
351,Tome,CL,2023-01-05 01:11:41,-36.6167,-72.95,61.41,86,53,3.67
352,Iralaya,HN,2023-01-05 01:11:41,15.0,-83.2333,77.04,85,0,10.07
353,Aklavik,CA,2023-01-05 01:11:42,68.2191,-135.0107,-14.55,100,91,2.42
354,Amahai,ID,2023-01-05 01:11:43,-3.3333,128.9167,87.01,60,60,4.85
355,Asti,IT,2023-01-05 01:11:43,44.8979,8.2068,48.52,100,43,2.1
356,Najran,SA,2023-01-05 01:11:44,17.4924,44.1277,59.61,52,38,6.76
357,Skibbereen,IE,2023-01-05 01:11:45,51.55,-9.2667,51.12,97,100,14.47
358,Fort-Shevchenko,KZ,2023-01-05 01:11:46,44.5086,50.263,41.05,87,100,12.86
359,Lumding,IN,2023-01-05 01:11:46,25.7535,93.1732,51.71,94,2,1.54
360,Erenhot,CN,2023-01-05 01:11:47,43.6475,111.9767,13.8,61,5,8.79
361,Pak Phanang,TH,2023-01-05 01:11:47,8.3511,100.202,79.16,78,96,9.82
362,Kosmach,UA,2023-01-05 01:11:48,48.7509,24.3673,43.05,71,100,23.98
363,Sioux Lookout,CA,2023-01-05 01:11:49,50.1001,-91.917,10.2,96,9,4.54
364,Pangnirtung,CA,2023-01-05 01:11:49,66.1451,-65.7125,3.49,93,100,3.36
365,Tuatapere,NZ,2023-01-05 01:10:46,-46.1333,167.6833,64.42,80,100,3.38
366,Alta Floresta,BR,2023-01-05 01:11:50,-9.8756,-56.0861,71.62,95,100,1.68
367,Malaia,RO,2023-01-05 01:11:51,45.35,24.0333,29.55,67,91,3.89
368,Bayangol,RU,2023-01-05 01:11:52,50.6977,103.4656,-13.41,96,100,2.53
369,Praya,CV,2023-01-05 01:11:52,14.9215,-23.5087,73.94,78,100,18.41
370,Qaqortoq,GL,2023-01-05 01:11:53,60.7167,-46.0333,22.77,62,100,17.98
371,Port Keats,AU,2023-01-05 01:12:25,-14.25,129.55,84.33,78,28,17.65
372,Carauari,BR,2023-01-05 01:12:26,-4.8828,-66.8958,74.1,97,100,2.08
373,Manono,CD,2023-01-05 01:12:26,-7.3,27.4167,67.68,90,54,2.86
374,Dharchula,IN,2023-01-05 01:12:27,29.85,80.5333,42.71,17,0,8.95
375,Kavaratti,IN,2023-01-05 01:10:14,10.5669,72.642,80.37,69,2,7.23
376,Khilok,RU,2023-01-05 01:12:29,51.3674,110.4676,-13.59,98,22,2.59
377,Pokoynoye,RU,2023-01-05 01:12:29,44.8097,44.2517,38.71,80,25,13.09
378,Bafq,IR,2023-01-05 01:12:30,31.6128,55.4107,50.36,49,100,4.99
379,Beloha,MG,2023-01-05 01:12:31,-25.1667,45.05,71.55,88,77,6.06
380,Shar,KZ,2023-01-05 01:12:31,49.5886,81.0453,31.17,93,100,22.21
381,Biak,ID,2023-01-05 01:12:32,-0.9131,122.8766,82.08,68,100,0.83
382,Sao Filipe,CV,2023-01-05 01:12:33,14.8961,-24.4956,74.75,70,100,8.55
383,Calbuco,CL,2023-01-05 01:11:24,-41.768,-73.1273,60.01,89,25,15.59
384,Norman Wells,CA,2023-01-05 01:12:34,65.282,-126.8329,-7.35,97,22,4.21
385,Guerrero Negro,MX,2023-01-05 01:12:35,27.9769,-114.0611,62.96,67,5,10.2
386,Vanimo,PG,2023-01-05 01:12:35,-2.6741,141.3028,85.24,67,35,4.56
387,Haines Junction,CA,2023-01-05 01:12:36,60.7522,-137.5108,14.14,99,99,1.19
388,Saint-Augustin,CA,2023-01-05 01:12:37,51.226,-58.6502,4.26,72,1,16.24
389,Nyurba,RU,2023-01-05 01:12:37,63.2842,118.3319,-32.58,100,95,3.69
390,Cabedelo,BR,2023-01-05 01:12:38,-6.9811,-34.8339,79.47,76,12,9.44
391,Mali,GN,2023-01-05 01:12:38,12.079,-12.2982,58.14,21,3,2.13
392,Sri Aman,MY,2023-01-05 01:12:39,1.2376,111.4621,75.9,91,90,2.86
393,Ahuimanu,US,2023-01-05 01:12:40,21.4447,-157.8378,76.71,85,100,8.05
394,Port Hawkesbury,CA,2023-01-05 01:12:41,45.6169,-61.3485,36.18,94,30,10.0
395,Dundee,GB,2023-01-05 01:10:29,56.5,-2.9667,41.25,94,0,11.5
396,Beaverton,US,2023-01-05 01:10:24,45.4871,-122.8037,45.48,82,100,29.93
397,Coralville,US,2023-01-05 01:08:58,41.6764,-91.5805,32.23,86,100,10.36
398,Rognan,NO,2023-01-05 01:12:43,67.0953,15.3878,28.54,85,52,8.75
399,Mulege,MX,2023-01-05 01:12:43,26.8833,-111.9833,61.07,57,0,4.07
400,Tatarsk,RU,2023-01-05 01:12:44,55.219,75.9828,11.57,96,100,3.67
401,Merritt Island,US,2023-01-05 01:12:45,28.5392,-80.672,77.09,83,0,11.5
402,Westport,US,2023-01-05 01:10:47,41.1415,-73.3579,56.75,89,100,4.0
403,Tanggu,CN,2023-01-05 01:12:45,39.0211,117.6469,19.36,50,0,3.2
404,Rudolstadt,DE,2023-01-05 01:12:46,50.7167,11.3333,54.45,74,100,20.76
405,Charlestown,AU,2023-01-05 01:12:47,-32.95,151.6667,70.74,80,100,11.01
406,Anloga,GH,2023-01-05 01:12:47,5.7947,0.8973,78.8,77,100,7.49
407,Seoul,KR,2023-01-05 01:12:48,37.5683,126.9778,26.04,50,2,1.63
408,Taloqan,AF,2023-01-05 01:12:49,36.7361,69.5345,39.92,35,0,5.68
409,Matara,LK,2023-01-05 01:10:47,5.9485,80.5353,72.09,90,6,4.9
410,Ust-Maya,RU,2023-01-05 01:12:50,60.4167,134.5333,-22.85,100,100,1.43
411,Carballo,ES,2023-01-05 01:12:50,43.213,-8.691,54.86,93,5,3.65
412,Krasnoshchekovo,RU,2023-01-05 01:12:51,51.6708,82.7289,27.28,77,100,28.01
413,North Platte,US,2023-01-05 01:10:21,41.1239,-100.7654,25.12,84,0,8.05
414,Nadym,RU,2023-01-05 01:12:51,65.5333,72.5167,1.27,96,100,16.55
415,Itarema,BR,2023-01-05 01:12:52,-2.9248,-39.9167,79.74,75,77,16.8
416,Vilhena,BR,2023-01-05 01:13:23,-12.7406,-60.1458,68.0,99,100,2.77
417,Souillac,MU,2023-01-05 01:13:23,-20.5167,57.5167,77.45,78,92,11.39
418,Camden,US,2023-01-05 01:13:24,39.7835,-74.9663,62.55,91,100,1.99
419,Lasa,IT,2023-01-05 01:13:25,46.6166,10.7002,43.02,58,100,5.39
420,Stawell,AU,2023-01-05 01:13:26,-37.05,142.7667,70.14,39,0,13.96
421,Felanitx,ES,2023-01-05 01:13:26,39.4696,3.1483,47.14,81,0,2.84
422,Warrnambool,AU,2023-01-05 01:13:27,-38.3833,142.4833,63.63,63,83,13.02
423,Fuyang,CN,2023-01-05 01:13:28,32.9,115.8167,42.96,46,5,2.53
424,Isilkul,RU,2023-01-05 01:13:29,54.9109,71.2728,10.47,96,100,4.74
425,Andahuaylas,PE,2023-01-05 01:13:31,-13.6556,-73.3872,53.71,95,100,5.01
426,Santa Maria,BR,2023-01-05 01:13:31,-29.6842,-53.8069,73.22,32,3,1.28
427,Pangody,RU,2023-01-05 01:13:32,65.85,74.4859,-3.91,97,100,16.42
428,Xichang,CN,2023-01-05 01:13:32,27.8964,102.2634,42.69,77,1,1.9
429,Attock,PK,2023-01-05 01:13:33,33.7695,72.3611,41.11,30,0,3.18
430,Kirakira,SB,2023-01-05 01:13:34,-10.4544,161.9205,82.76,79,100,8.52
431,Bonavista,CA,2023-01-05 01:13:34,48.6499,-53.1147,34.54,92,100,16.24
432,Boyolangu,ID,2023-01-05 01:13:35,-8.1181,111.8935,80.35,73,100,4.74
433,Kapuskasing,CA,2023-01-05 01:08:49,49.4169,-82.4331,0.16,95,90,8.23
434,Tignere,CM,2023-01-05 01:13:36,7.3667,12.65,63.7,36,63,1.16
435,San Cristobal,VE,2023-01-05 01:13:37,7.7669,-72.225,68.18,97,84,1.74
436,Asau,RO,2023-01-05 01:13:37,46.4333,26.4,33.28,81,54,7.54
437,Mound,US,2023-01-05 01:10:51,44.9366,-93.6661,32.67,97,100,8.99
438,Kaifeng,CN,2023-01-05 01:13:38,34.7911,114.3483,37.92,49,53,2.62
439,Lithgow,AU,2023-01-05 01:13:39,-33.4833,150.15,56.17,81,95,9.24
440,Tura,IN,2023-01-05 01:13:40,25.5198,90.2201,53.82,74,0,4.27
441,Lemgo,DE,2023-01-05 01:13:40,52.0333,8.9,51.44,91,100,7.0
442,Weyburn,CA,2023-01-05 01:11:56,49.6668,-103.8511,17.01,98,93,5.14
443,Kapoeta,SS,2023-01-05 01:13:41,4.7717,33.5903,80.56,32,0,16.78
444,Kanbe,MM,2023-01-05 01:13:42,16.7053,96.0017,69.85,61,1,5.44
445,Nongstoin,IN,2023-01-05 01:13:43,25.5167,91.2667,45.91,70,0,5.12
446,Boras,SE,2023-01-05 01:13:43,57.721,12.9401,37.11,97,100,11.32
447,Bijapur,IN,2023-01-05 01:13:44,16.8333,75.7,66.07,68,16,9.71
448,Dasoguz,TM,2023-01-05 01:09:15,41.8363,59.9666,42.6,41,100,9.24
449,Batavia,US,2023-01-05 01:11:34,41.85,-88.3126,34.29,85,100,14.97
450,Portland,US,2023-01-05 01:09:54,45.5234,-122.6762,46.0,82,100,29.93
451,Port-Gentil,GA,2023-01-05 01:13:46,-0.7193,8.7815,78.84,82,99,15.46
452,Katherine,AU,2023-01-05 01:13:46,-14.4667,132.2667,82.72,78,100,10.36
453,Codrington,AU,2023-01-05 01:13:47,-38.2667,141.9667,65.59,57,75,13.38
454,Kalmunai,LK,2023-01-05 01:13:48,7.4167,81.8167,75.56,86,100,6.8
455,Hamilton,US,2023-01-05 01:13:49,39.1834,-84.5333,48.09,72,0,8.05
456,Lakatoro,VU,2023-01-05 01:13:50,-16.0999,167.4164,79.41,89,100,11.59
457,Oron,NG,2023-01-05 01:13:50,4.8256,8.2343,77.52,81,100,1.74
458,Comodoro Rivadavia,AR,2023-01-05 01:13:40,-45.8667,-67.5,60.66,67,0,3.44
459,Launceston,AU,2023-01-05 01:13:51,-41.45,147.1667,71.62,50,14,8.05
460,Satara,IN,2023-01-05 01:13:46,17.6833,73.9833,63.45,67,0,3.33
461,Sinnamary,GF,2023-01-05 01:14:22,5.3833,-52.95,75.85,91,100,11.39
462,Brokopondo,SR,2023-01-05 01:14:23,4.75,-55.1667,74.82,93,100,6.96
463,Jinchang,CN,2023-01-05 01:14:23,38.4953,102.1739,21.47,36,0,10.98
464,Tateyama,JP,2023-01-05 01:14:24,34.9833,139.8667,45.41,47,31,11.32
465,Sao Joao Da Barra,BR,2023-01-05 01:14:25,-21.6403,-41.0511,75.07,95,100,5.39
466,Drayton Valley,CA,2023-01-05 01:14:26,53.2168,-114.9854,12.36,92,5,4.7
467,Delta Del Tigre,UY,2023-01-05 01:14:27,-34.7633,-56.3853,70.9,57,0,9.91
468,Coolum Beach,AU,2023-01-05 01:14:28,-26.5333,153.1,79.11,87,100,7.0
469,Cambe,BR,2023-01-05 01:12:57,-23.2758,-51.2783,66.88,83,100,6.91
470,Pemba,MZ,2023-01-05 01:14:30,-12.974,40.5178,78.62,83,90,7.85
471,Sola,VU,2023-01-05 01:14:31,-13.8833,167.55,81.39,77,97,16.22
472,Maragogi,BR,2023-01-05 01:14:31,-9.0122,-35.2225,76.78,84,41,7.27
473,New Kensington,US,2023-01-05 01:14:32,40.5698,-79.7648,59.29,77,14,5.01
474,Teguise,ES,2023-01-05 01:12:54,29.0605,-13.564,59.22,82,0,9.22
475,Tasiilaq,GL,2023-01-05 01:14:33,65.6145,-37.6368,6.96,64,99,6.24
476,Solvychegodsk,RU,2023-01-05 01:14:33,61.3305,46.9156,-10.86,98,96,4.83
477,Olafsvik,IS,2023-01-05 01:14:34,64.8945,-23.7142,31.73,74,100,6.6
478,San Marco In Lamis,IT,2023-01-05 01:14:34,41.7131,15.6399,47.25,93,87,3.67
479,Swan River,CA,2023-01-05 01:14:35,52.1058,-101.2676,12.52,89,56,5.86
480,Opuwo,NA,2023-01-05 01:14:36,-18.0607,13.84,63.21,45,74,4.61
481,Okitipupa,NG,2023-01-05 01:14:36,6.5047,4.7839,69.62,78,71,1.61
482,Katangli,RU,2023-01-05 01:14:37,51.7102,143.2326,10.87,92,100,14.38
483,La Ronge,CA,2023-01-05 01:14:38,55.1001,-105.2842,9.7,97,95,5.41
484,Morehead,US,2023-01-05 01:14:39,37.2711,-87.1764,45.99,74,0,4.61
485,Rincon,US,2023-01-05 01:14:39,32.296,-81.2354,66.16,95,100,5.75
486,Hassleholm,SE,2023-01-05 01:14:40,56.1591,13.7664,46.18,87,99,12.93
487,Guiratinga,BR,2023-01-05 01:14:40,-16.3494,-53.7583,70.63,98,100,5.46
488,Mincivan,AZ,2023-01-05 01:14:41,39.0294,46.7185,46.49,24,100,2.98
489,Pakokku,MM,2023-01-05 01:14:42,21.3333,95.1,61.56,72,1,5.14
490,Yichun,CN,2023-01-05 01:14:42,47.7,128.9,-4.09,90,84,1.86
491,Tazovskiy,RU,2023-01-05 01:14:43,67.4667,78.7,-27.2,97,74,9.1
492,Longhua,CN,2023-01-05 01:14:43,23.6137,114.1919,60.19,65,100,2.08
493,Luoyang,CN,2023-01-05 01:14:44,34.6836,112.4536,38.59,50,96,2.66
494,Abaza,RU,2023-01-05 01:14:45,52.655,90.0928,8.92,87,100,4.7
495,Terrace,CA,2023-01-05 01:14:45,54.5163,-128.6035,28.98,93,100,4.38
496,Padampur,IN,2023-01-05 01:14:46,29.6833,73.6167,44.22,25,0,2.01
497,Warwick,US,2023-01-05 01:12:04,41.7001,-71.4162,47.28,92,100,11.5
498,Srednekolymsk,RU,2023-01-05 01:14:47,67.45,153.6833,-41.55,100,99,1.79
499,Surman,LY,2023-01-05 01:14:47,32.7567,12.5716,56.46,60,0,4.23
500,Itupiranga,BR,2023-01-05 01:14:48,-5.1347,-49.3267,77.32,96,86,1.12
501,Santa Marta,CO,2023-01-05 01:14:12,11.2408,-74.199,81.9,68,1,21.99
502,Concordia,AR,2023-01-05 01:11:04,-31.393,-58.0209,75.38,27,0,9.53
503,Lata,PT,2023-01-05 01:14:50,40.1629,-8.3327,38.91,79,14,3.51
504,Atar,MR,2023-01-05 01:13:54,20.5169,-13.0499,64.22,16,13,8.57
505,Pemberton,CA,2023-01-05 01:15:15,50.3164,-122.8027,32.29,95,100,2.95
506,Hayden,US,2023-01-05 01:15:21,47.766,-116.7866,32.56,84,0,13.8
507,Trondheim,NO,2023-01-05 01:15:22,63.4305,10.3951,28.49,65,100,7.0
508,Santa Cruz,BO,2023-01-05 01:15:22,-17.8,-63.1667,65.66,88,75,4.61
509,Zhezkazgan,KZ,2023-01-05 01:15:23,47.8043,67.7144,32.94,94,100,16.87
510,Mfou,CM,2023-01-05 01:15:25,3.7159,11.6427,65.86,91,20,2.8
511,Sao Felix Do Xingu,BR,2023-01-05 01:15:26,-6.6447,-51.995,71.89,98,100,1.23
512,Inhambane,MZ,2023-01-05 01:15:29,-23.865,35.3833,78.66,82,38,7.45
513,Sulina,RO,2023-01-05 01:15:30,45.1559,29.6536,40.71,78,51,9.89
514,Sambava,MG,2023-01-05 01:15:32,-14.2667,50.1667,74.3,87,23,7.34
515,Obidos,BR,2023-01-05 01:15:33,-1.9175,-55.5181,74.08,93,100,3.36
516,Tarnogskiy Gorodok,RU,2023-01-05 01:15:34,60.4997,43.5761,-8.28,96,98,6.51
517,Nove Mesto Pod Smrkem,CZ,2023-01-05 01:15:34,50.9249,15.2294,49.24,73,100,20.24
518,Ayapa,MX,2023-01-05 01:15:35,18.1833,-93.1667,77.99,92,1,6.26
519,Savannah Bight,HN,2023-01-05 01:15:36,16.45,-85.85,79.97,82,0,21.61
520,Sobolevo,RU,2023-01-05 01:15:36,54.4299,31.8996,29.21,97,100,7.7
521,Kathu,TH,2023-01-05 01:15:37,7.9178,98.3332,76.82,76,89,11.97
522,Mobaye,CF,2023-01-05 01:15:38,4.319,21.1786,73.38,47,100,2.19
523,Honningsvag,NO,2023-01-05 01:15:39,70.9821,25.9704,28.15,93,75,3.44
524,Jiblah,YE,2023-01-05 01:15:39,13.9216,44.1467,54.54,49,26,5.77
525,Springdale,US,2023-01-05 01:14:38,36.1867,-94.1288,42.51,58,0,5.99
526,Vargashi,RU,2023-01-05 01:15:40,55.3556,65.8467,2.53,99,89,4.25
527,Esil,KZ,2023-01-05 01:15:41,51.9556,66.4042,28.71,94,100,11.77
528,Kenai,US,2023-01-05 01:15:42,60.5544,-151.2583,35.69,80,0,10.36
529,Kandalaksha,RU,2023-01-05 01:12:45,67.162,32.4123,0.99,98,82,5.5
530,Chimbote,PE,2023-01-05 01:15:43,-9.0853,-78.5783,69.06,82,100,7.27
531,Rio Gallegos,AR,2023-01-05 01:15:44,-51.6226,-69.2181,50.05,81,100,16.11
532,Tiznit,MA,2023-01-05 01:15:44,29.5833,-9.5,56.14,28,5,4.65
533,Ketchikan,US,2023-01-05 01:15:45,55.3422,-131.6461,44.58,81,0,6.91
534,Xuddur,SO,2023-01-05 01:15:46,4.1213,43.8894,68.14,84,71,9.13
535,Sampit,ID,2023-01-05 01:15:46,-2.5333,112.95,79.72,77,100,4.65
536,Warmbad,NA,2023-01-05 01:15:47,-28.45,18.7333,59.92,64,0,14.27
537,Batagay-Alyta,RU,2023-01-05 01:15:47,67.8006,130.4114,-20.78,98,100,1.41
538,Tahoua,NE,2023-01-05 01:15:48,14.8888,5.2692,64.2,23,100,12.91
539,Nizhneangarsk,RU,2023-01-05 01:15:49,55.7833,109.55,-1.12,91,100,3.83
540,Longyearbyen,SJ,2023-01-05 01:15:22,78.2186,15.6401,30.04,86,75,4.61
541,Washington,US,2023-01-05 01:13:43,47.5001,-120.5015,34.34,82,100,1.3
542,Espinosa,BR,2023-01-05 01:15:50,-14.9261,-42.8192,69.31,93,100,2.66
543,Puerto Colombia,CO,2023-01-05 01:15:51,10.9878,-74.9547,78.89,81,0,24.92
544,Nelson Bay,AU,2023-01-05 01:15:52,-32.7167,152.15,71.01,87,100,18.01
545,Ilanskiy,RU,2023-01-05 01:15:52,56.2358,96.065,8.85,92,100,5.39
546,Pedernales,DO,2023-01-05 01:15:53,18.0384,-71.744,75.72,68,0,1.86
547,Saint-Francois,FR,2023-01-05 01:15:53,46.4154,3.9054,51.24,87,100,8.05
548,San Quintin,MX,2023-01-05 01:15:54,30.4833,-115.95,60.55,79,48,3.51
549,Ganzhou,CN,2023-01-05 01:15:54,28.8184,115.4327,50.5,70,39,2.59
550,Mokhsogollokh,RU,2023-01-05 01:15:55,61.4681,128.9203,-20.96,100,100,2.33
551,Ambulu,ID,2023-01-05 01:15:55,-8.345,113.6058,80.58,79,39,7.07
552,Chifeng,CN,2023-01-05 01:16:26,42.2683,118.9636,17.06,62,1,6.08
553,Cumberland,US,2023-01-05 01:15:19,35.0502,-78.8664,66.49,94,100,10.36
554,Alexandria,EG,2023-01-05 01:16:28,31.2156,29.9553,61.02,62,0,9.48
555,Luebo,CD,2023-01-05 01:16:29,-5.35,21.4167,69.89,99,100,0.96
556,Vavoua,CI,2023-01-05 01:16:30,7.3819,-6.4778,68.94,25,84,2.71
557,Manicore,BR,2023-01-05 01:16:30,-5.8092,-61.3003,73.06,99,100,2.71
558,Kalabo,ZM,2023-01-05 01:15:40,-14.97,22.6814,64.87,94,100,4.63
559,Nemuro,JP,2023-01-05 01:16:31,43.3236,145.575,24.37,54,32,12.5
560,Makat,KZ,2023-01-05 01:16:32,47.6469,53.3463,36.48,77,100,9.13
561,Bagdarin,RU,2023-01-05 01:16:33,54.4333,113.6,-8.37,96,100,1.01
562,Cabadiangan,PH,2023-01-05 01:16:33,9.7531,122.4739,81.48,76,88,7.78
563,Araouane,ML,2023-01-05 01:16:34,18.9048,-3.5265,62.24,21,100,9.84
564,Ilhabela,BR,2023-01-05 01:16:35,-23.7781,-45.3581,71.74,95,100,7.61
565,Kalininsk,RU,2023-01-05 01:16:35,51.5,44.4758,27.95,78,100,8.84
566,Kargopol,RU,2023-01-05 01:16:36,61.5071,38.9456,-12.75,100,87,4.45
567,Staryy Nadym,RU,2023-01-05 01:16:35,65.6118,72.6842,0.7,95,100,16.51
568,Semikarakorsk,RU,2023-01-05 01:16:37,47.5194,40.8112,33.57,81,9,7.54
569,Envira,BR,2023-01-05 01:16:37,-7.3,-70.2167,72.46,98,100,2.55
570,Santo Domingo,DO,2023-01-05 01:16:38,18.5001,-69.9886,74.03,92,40,4.0
571,Sungaipenuh,ID,2023-01-05 01:16:38,-2.0833,101.3833,67.51,87,100,0.58
572,Sabang,ID,2023-01-05 01:16:39,5.8933,95.3214,80.55,79,100,16.91
573,Mitsamiouli,KM,2023-01-05 01:16:40,-11.3847,43.2844,80.58,79,73,8.95
574,Puerto Baquerizo Moreno,EC,2023-01-05 01:16:40,-0.9,-89.6,72.54,81,9,9.01
575,Vao,NC,2023-01-05 01:16:41,-22.6667,167.4833,76.62,76,3,9.6
576,Fez,MA,2023-01-05 01:16:41,34.0372,-4.9998,39.45,75,0,4.61
577,Saint-Denis,FR,2023-01-05 01:16:42,48.9167,2.3333,56.1,90,75,11.5
578,Raga,SS,2023-01-05 01:16:43,8.4596,25.678,68.65,36,0,4.85
579,Sisimiut,GL,2023-01-05 01:16:43,66.9395,-53.6735,4.28,69,73,13.76
580,Tahta,EG,2023-01-05 01:16:44,26.7693,31.5021,55.94,65,9,5.66
581,Yazoo City,US,2023-01-05 01:16:45,32.8551,-90.4056,53.91,74,82,5.35
582,Smolenskoye,RU,2023-01-05 01:16:46,52.3044,85.0781,16.93,87,100,5.14
583,Aleppo,SY,2023-01-05 01:16:46,36.25,37.5,43.84,58,6,10.76
584,Kitimat,CA,2023-01-05 01:15:38,54.0524,-128.6534,35.98,30,100,1.01
585,Vodstroy,RU,2023-01-05 01:16:47,48.8416,44.5579,32.29,86,75,11.18
586,Patiala,IN,2023-01-05 01:16:48,30.3267,76.4003,39.79,57,0,4.94
